dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6942454,6942454,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2015-11-19T00:00:00Z,,323,323,2015,11,19,,,Camera - Surveillance/Remote,,,,,,766772,,,,,,Australia,AU,Victoria,,,"BCB2_camera2 Big Creek Basin Rd, 8.5km E of Powelltown",,,,,,,,,,,,-37.856,145.84905,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,6340ae1e-ccf8-406d-aba4-bbe1182c98a6,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10149698,10149698,,Joanne Isaac,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2019-12-14T00:00:00Z,,348,348,2019,12,14,,,Camera - Surveillance/Remote,,,,,,1217406,,,,,,Australia,AU,Victoria,,,"Fitzie's Hat Blacksands Road, Powelltown",,,,,,,,,,,,-37.82096,145.77372,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,9e47a587-d6c4-4620-8b41-41222edbe336,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,11136057,11136057,,Elouise Haskin,1,,,,,,,,PRESENT,,,,,,,,,,c2593856-9f10-40cb-b0fc-5fee21b72ef4|e2dcd21e-ef04-4b25-958f-c606014d9964,,,,,,,2021-01-15T00:00:00Z,,15,15,2021,1,15,,,Camera - Surveillance/Remote,,,,,,1474794,,,,,,Australia,AU,Victoria,,,"480-508-0008 YarraTributaries FR, Brahams Rd",,,,,,,,,,,,-37.79712,146.30337,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,beca001f-50a3-4131-886a-82b58ea88856,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6932293,6932293,,Timber Harvesting,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2013-08-26T00:00:00Z,,238,238,2013,8,26,,,Spotlighting,,,,,,763266,,,,,,Australia,AU,Victoria,,,LBP Ref No 2015-081 Toolangi (Blowhard range Track),,,,,,,,,,,,-37.508,145.49698,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,a42fcd06-97dc-4010-b96b-cd2dd25a1989,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6942254,6942254,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2015-10-09T00:00:00Z,,282,282,2015,10,9,,,Camera - Surveillance/Remote,,,,,,766628,,,,,,Australia,AU,Victoria,,,"Feig2_camera2 Feiglins Rd lower, 5.9km SE of Narbethong",,,,,,,,,,,,-37.5999,145.70452,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,8572ede2-3c9c-4a90-8e33-c2a5e393c6dc,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8206834,8206834,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2016-01-20T00:00:00Z,,20,20,2016,1,20,,,Camera - Surveillance/Remote,,,,,,827302,,,,,,Australia,AU,Victoria,,,"MCRd4_camera3 Muddy Creek Rd, 16.9km NW of Noojee",,,,,,,,,,,,-37.77176,145.8933,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,fa12ff36-ca5d-46de-9a7e-9b730d35395a,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2024-02-16,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,13067996,13067996,,Jemma Cripps,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2018-08-02T00:00:00Z,,214,214,2018,8,2,,,Camera - Thermal imaging,,,,,,2357797,,,,,,Australia,AU,Victoria,,,300-501-0003 Toolangi SF_Sylvia Creek Rd,,,,,,,,,,,,-37.50648,145.54165,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,c487a6b7-8518-440d-875d-56e8e0b40691,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2023-06-18,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,12596966,12596966,,Emma-Kate Campbell,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2023-04-21T00:00:00Z,,111,111,2023,4,21,,,Camera - Surveillance/Remote,,,,,,2146001,,,,,,Australia,AU,Victoria,,,"288-517-0008 W of Snobs Creek, 1.5km NW of Bill Head, Rubicon SF",,,,,,,,,,,,-37.39389,145.9337,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,d08f8db0-190d-4c7b-9692-0d78307b2455,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6942485,6942485,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2015-11-25T00:00:00Z,,329,329,2015,11,25,,,Camera - Surveillance/Remote,,,,,,766796,,,,,,Australia,AU,Victoria,,,"Hut2_camera2 Tramline Rd, east of Mt Baw Baw",,,,,,,,,,,,-37.8014,146.31388,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,460d11ac-dc29-4e0d-853d-f76e38068832,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4381600,4381600,,Museum Code 906,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1967-10-19T00:00:00Z,,292,292,1967,10,19,,,Incidental,,,,,,539916,,,,,,Australia,AU,Victoria,,,Boarding house creek,,1000.0,1000.0,,,,,,,,,-37.54015,146.20963,EPSG:4326,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,d74d8981-1a74-4b72-a31e-b4f089f95686,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,3828559,3828559,,Not Supplied,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1981-04-12T00:00:00Z,,102,102,1981,4,12,,,Incidental,,,,,,448546,,,,,,Australia,AU,Victoria,,,ROUGHLY 2 KM SW OF MOUNT BEENAK,,660.0,660.0,,,,,,,,,-37.88419,145.6975,EPSG:4326,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,dca6782e-ada1-4f7d-bad5-325d69f31d44,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8584346,8584346,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,42dceeaa-f892-4c7a-a2b0-9a99fff365d6,,,,,,,2017-02-02T00:00:00Z,,33,33,2017,2,2,,,Camera - Surveillance/Remote,,,,,,940080,,,,,,Australia,AU,Victoria,,,"S2-10-Fi_camera3 Mcfayden Trk, Marysville",,,,,,,,,,,,-37.3989,145.82652,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,a1f1da78-97e8-4504-911e-5bd33fa5a218,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6165916,6165916,,Dan Harley,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2010-11-04T00:00:00Z,,308,308,2010,11,4,,,Stag watching,,,,,,646733,,,,,,Australia,AU,Victoria,,,"Stag 1 Dowey Spur, Ada Forest Management Block",,,,,,,,,,,,-37.8431,145.83946,EPSG:4326,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,ead0a2da-b103-4f3e-878f-36907acda726,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10778257,10778257,,Sabrina Trocini,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2020-10-01T00:00:00Z,,275,275,2020,10,1,,,Camera - Surveillance/Remote,,,,,,1349376,,,,,,Australia,AU,Victoria,,,"317-503-0001 Frenchmans Spur Tk, Cambarville",,,,,,,,,,,,-37.58948,146.08499,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,47a2529c-0187-418a-bdff-39bd552fee57,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,11366961,11366961,,Elouise Haskin,1,,,,,,,,PRESENT,,,,,,,,,,a9f878dc-898f-4298-a42d-47f8732ec1f0,,,,,,,2021-09-23T00:00:00Z,,266,266,2021,9,23,,,Camera - Surveillance/Remote,,,,,,1608343,,,,,,Australia,AU,Victoria,,,"462-504-0005 Whitelaw Track, Noojee",,,,,,,,,,,,-37.76776,146.00236,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,4299884a-4c95-420d-9bc2-545eacecc860,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4221516,4221516,,Fauna Survey Group F.N.C.V.,2,,,,,,,,PRESENT,,,,,,,,,,b4f5555a-f848-47cf-adfb-9c2d9ff8cde2,,,,,,,1996-03-10T00:00:00Z,,70,70,1996,3,10,,,Stag watching,,,,,,507551,,,,,,Australia,AU,Victoria,,,Park Rd: 200m from Matlock Rd.,,1040.0,1040.0,,,,,,,,,-37.73159,146.16318,EPSG:4326,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,e2fc601e-1b7d-41aa-9e7c-ec620fc85f22,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4346507,4346507,,Not Supplied,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1979-04-24T00:00:00Z,,114,114,1979,4,24,,,Incidental,,,,,,525241,,,,,,Australia,AU,Victoria,,,5' BLOCK CONTAINING YARRA PORTAL,,,,,,,,,,,,-37.70682,146.04297,EPSG:4326,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,4ef25bb1-50ad-47ae-b95e-1bdefcb6f678,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,11217753,11217753,,Sabrina Trocini,1,,,,,,,,PRESENT,,,,,,,,,,81b15698-45ff-4d09-9eb5-434156ccdbb6|d7936094-81b9-4b0d-9e8c-abaf78edc4d4,,,,,,,2021-04-27T00:00:00Z,,117,117,2021,4,27,,,Camera - Surveillance/Remote,,,,,,1533516,,,,,,Australia,AU,Victoria,,,"480-504-0020 Thomson River FR, near Whitelaw Creek",,,,,,,,,,,,-37.77924,146.26875,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,04238319-0204-4510-9e3a-82fc351be9e5,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10143461,10143461,,Miranda Braakhuis,1,,,,,,,,PRESENT,,,,,,,,,,ef833851-4b0a-4997-b9b2-d7d2eadf8ccb,,,,,,,2019-11-27T00:00:00Z,,331,331,2019,11,27,,,Targeted search,,,,,,1214982,,,,,,Australia,AU,Victoria,,,"288-514-0007 Rubicon State Forest, Hobin Gap Rd",,,,,,,,,,,,-37.36796,145.92115,EPSG:4326,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,1d45aba2-1257-43e5-b7a0-37841a7d79fc,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6163670,6163670,,David Lindenmayer,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1999-12-10T00:00:00Z,,344,344,1999,12,10,,,Stag watching,,,,,,646251,,,,,,Australia,AU,Victoria,,,"746 Watts Forest Management Block, Yarra Ranges National Park",,,,,,,,,,,,-37.5833,145.5891,EPSG:4326,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,e99a5f95-ed34-4226-a65b-326f4a17c452,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4327516,4327516,,Members Mammal Survey Group of Victoria,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1976-07-10T00:00:00Z,,192,192,1976,7,10,,,General observations,,,,,,522758,,,,,,Australia,AU,Victoria,,,5' BLOCK CONTAINING EAST WARBURTON,,760.0,760.0,,,,,,,,,-37.70682,145.70964,EPSG:4326,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,6d5bd70b-5ce7-4db6-998f-14fbb6cf9598,,,,,,,,,,,Event
